time_s,phase_deg
2.319999999999999929e+01,1.243931965741769829e+01
2.330000000000000071e+01,1.260588975306396975e+01
2.339999999999999858e+01,1.279753625384817894e+01
2.350000000000000000e+01,1.281541288537306400e+01
2.360000000000000142e+01,1.302790341826815279e+01
2.369999999999999929e+01,1.317257434065844990e+01
2.380000000000000071e+01,1.324936099551988633e+01
2.389999999999999858e+01,1.343740180599540679e+01
2.400000000000000000e+01,1.361301558792555966e+01
2.410000000000000142e+01,1.376260965035961448e+01
2.419999999999999929e+01,1.385883062065963856e+01
2.430000000000000071e+01,1.405549713696267844e+01
2.439999999999999858e+01,1.416186078353675981e+01
2.450000000000000000e+01,1.438799101203145625e+01
2.460000000000000142e+01,1.459999532176131254e+01
2.469999999999999929e+01,1.468156888783922653e+01
2.480000000000000071e+01,1.494263607690900386e+01
2.489999999999999858e+01,1.506548464613118199e+01
2.500000000000000000e+01,1.518128139827265244e+01
2.510000000000000142e+01,1.527089121096553015e+01
2.519999999999999929e+01,1.545807418745874173e+01
2.530000000000000071e+01,1.564079246319165861e+01
2.539999999999999858e+01,1.583667428708284319e+01
2.550000000000000000e+01,1.597979864228621949e+01
2.560000000000000142e+01,1.605446668990983028e+01
2.569999999999999929e+01,1.620561704553058746e+01
2.580000000000000071e+01,1.641290005098684190e+01
2.589999999999999858e+01,1.657977195757554512e+01
2.600000000000000000e+01,1.663862811608572656e+01
2.610000000000000142e+01,1.677243732161967671e+01
2.619999999999999929e+01,1.699695352484330613e+01
2.630000000000000071e+01,1.713202741546633234e+01
2.639999999999999858e+01,1.729142736078225795e+01
2.650000000000000000e+01,1.745232170694817597e+01
2.660000000000000142e+01,1.762119801338603509e+01
2.669999999999999929e+01,1.774091593035144143e+01
2.680000000000000071e+01,1.786981179216326865e+01
2.689999999999999858e+01,1.804735265219068907e+01
2.700000000000000000e+01,1.829644996321541583e+01
2.710000000000000142e+01,1.831232581615751798e+01
2.719999999999999929e+01,1.853881468200761873e+01
2.730000000000000071e+01,1.881634748771807608e+01
2.739999999999999858e+01,1.897991080085026283e+01
2.750000000000000000e+01,1.901806916806140890e+01
2.760000000000000142e+01,1.909605350247772293e+01
2.769999999999999929e+01,1.931943014014586879e+01
2.780000000000000071e+01,1.946288628053542880e+01
2.789999999999999858e+01,1.959586475982985831e+01
2.800000000000000000e+01,1.962058733865534776e+01
2.810000000000000142e+01,1.989153486049220021e+01
2.819999999999999929e+01,2.002953879228067535e+01
2.830000000000000071e+01,2.020795638877119416e+01
2.839999999999999858e+01,2.029387084596599777e+01
2.850000000000000000e+01,2.051244201169377845e+01
2.860000000000000142e+01,2.069189317904368863e+01
2.869999999999999929e+01,2.088252207824579898e+01
2.880000000000000071e+01,2.098095693107364212e+01
2.889999999999999858e+01,2.118288769122321469e+01
2.900000000000000000e+01,2.127076776173905870e+01
2.910000000000000142e+01,2.144033326746230728e+01
2.919999999999999929e+01,2.165652800884802787e+01
2.930000000000000071e+01,2.178704537617141312e+01
2.939999999999999858e+01,2.194110106301370422e+01
2.950000000000000000e+01,2.206854607547457903e+01
2.960000000000000142e+01,2.221179553273127283e+01
2.969999999999999929e+01,2.232262573516838700e+01
2.980000000000000071e+01,2.252071726300454912e+01
2.989999999999999858e+01,2.261844947800193495e+01
